sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
FO180324003 ,VINTAGE Womens Graphic Zip Neck Sweatshirt Jumper UK 14 Medium White ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Hoodies & Sweats,155226,,,,,1,14,Size 14,uk 14 ,,Mark on chest.,29.95,NO,Graphic,Zip Neck,Sweatshirt Jumper,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-21-56-0060.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-22-13-0061.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-22-29-0062.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-22-44-0063.jpeg,,,,,,,Logo,,,,,White,,Flecked,Cotton,Graphic Zip Neck Sweatshirt Jumper,Pullover,Relaxed,Polyester,Jersey,High Neck,Long Sleeve,23,18,,,25,,,,,,,,,,,2024-03-18T09:24:10.2333595
FO180324004 ,LAMBERS Mens Crew Neck Jumper Sweater IT 50 Medium Blue Colourblock ,Lambers,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jumpers & Cardigans,11484,,,,,1,M,Medium,50 ,,Marks on cuffs.,27.95,NO,,,Crew Neck Jumper Sweater,,Bodywarmer,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-24-50-0065.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-25-02-0066.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-25-25-0067.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-25-52-0068.jpeg,,,,,,,,,,,,Blue,,Colourblock,,Crew Neck Jumper Sweater,Pullover,Regular,,Knit,Crew Neck,Long Sleeve,23,22,,,27,,,,,,,,,,,2024-03-18T09:27:05.7478623
FO180324005 ,VINTAGE Mens Abstract Pattern Full Tracksuit Medium Purple Polyester ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Tracksuits,185708,,,,,1,M,Medium,m,,,79.95,NO,,Abstract Pattern,Full Tracksuit,,,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-28-17-0070.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-28-43-0071.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-29-03-0072.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-29-33-0073.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-29-43-0074.jpeg,,,,,,,,,,,Purple,,,Polyester,Abstract Pattern Full Tracksuit,Zip,Relaxed,Cotton,Microfibre,High Neck,Long Sleeve,25,20,,,26,,,,29,11,,,,40,,2024-03-18T09:32:00.4175334
FO180324006 ,LE FROG Mens Graphic Zip Neck Sweatshirt Jumper XL Black Cotton ,Le Frog,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Hoodies & Sweats,155183,,,,,1,XL,XL,xl,,,29.95,NO,Graphic,Zip Neck,Sweatshirt Jumper,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-38-58-0076.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-39-10-0077.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-39-24-0078.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-40-26-0079.jpeg,,,,,,,,,,,,Black,,,Cotton,Graphic Zip Neck Sweatshirt Jumper,Pullover,Regular,Polyester,Jersey,High Neck,Long Sleeve,25,21,,,29,,,,,,,,,,,2024-03-18T09:41:32.3810426
FO180324007 ,ASICS Mens Graphic Tracksuit Top Jacket XL Blue Colourblock Polyester ,Asics,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Jackets,185702,,,,,1,XL,XL,xl,,,29.95,NO,,Graphic,Tracksuit Top Jacket,,Full Zip,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-42-09-0081.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-42-28-0082.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-43-05-0083.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-43-41-0084.jpeg,,,,,,,Logo,,,,,Blue,,Colourblock,Polyester,Graphic Tracksuit Top Jacket,Zip,Regular,,Microfibre,High Neck,Long Sleeve,25,22,,,28,,,,,,,,,,,2024-03-18T09:44:36.4115591
FO180324008 ,PUMA Mens Tracksuit Top Jacket Medium Blue Colourblock Polyester ,Puma,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Jackets,185702,,,,,1,M,Medium,5,,,29.95,NO,,,Tracksuit Top Jacket,,Straps,Full Zip,Pockets,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-45-42-0086.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-46-02-0087.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-46-51-0088.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-47-08-0089.jpeg,,,,,,,Logo,,,,,Blue,,Colourblock,Polyester,Tracksuit Top Jacket,Zip,Regular,,Microfibre,High Neck,Long Sleeve,23,18,,,26,,,,,,,,,,,2024-03-18T09:49:32.1960311
FO180324009 ,CHAMPION Mens Sleeveless Tracksuit Top Jacket Large Navy Blue Cotton ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Jackets,185702,,,,,1,L,Large,L,navy ,,27.95,NO,,Sleeveless,Tracksuit Top Jacket,,Comfort,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-50-36-0091.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-50-51-0092.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-51-01-0093.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-51-15-0094.jpeg,,,,,,,Logo,,,,,Navy Blue,,,Cotton,Sleeveless Tracksuit Top Jacket,Snap,Regular,Acrylic,Jersey,Mock Neck,Sleeveless,24,,,,26,,,,,,,,,,,2024-03-18T09:54:01.7586808
FO180324010 ,VINTAGE Mens Crew Neck Jumper Sweater Small Black Fair Isle ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jumpers & Cardigans,11484,,,,,1,S,Small,N/A,,,29.95,NO,,,Crew Neck Jumper Sweater,,Bodywarmer,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-54-43-0096.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-54-55-0097.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-55-05-0098.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-09-56-22-0099.jpeg,,,,,,,,,,,,Black,,Fair Isle,,Crew Neck Jumper Sweater,Pullover,Regular,,Knit,Crew Neck,Long Sleeve,21,18,,,24,,,,,,,,,,,2024-03-18T09:59:17.3729329
FO180324012 ,VINTAGE Mens Pullover Hooded Tracksuit Top Jacket Large Multicoloured ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Jackets,185702,,,,,1,L,Large,L,,,32.95,NO,Pullover,Hooded,Tracksuit Top Jacket,,Adjustable,Lined,Hooded,Pockets,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-10-21-21-0106.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-10-22-56-0107.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-10-23-10-0108.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-10-23-22-0109.jpeg,,,,,,,Embroidered,Logo,,,,Multicoloured,,Colourblock,Nylon,Pullover Hooded Tracksuit Top Jacket,Pullover,Relaxed,,Microfibre,Round Neck,Long Sleeve,27,20,,,27,,,,,,,,,,,2024-03-18T10:24:19.0378824
FO180324013 ,VINTAGE Mens Tracksuit Top Jacket Large Multicoloured Colourblock Nylon ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Jackets,185702,,,,,1,L,Large,N/A,,,29.95,NO,,,Tracksuit Top Jacket,,Full Zip,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-10-25-07-0111.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-10-25-23-0112.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-10-25-32-0113.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 16_18-03-2024/Studio 16 18-03-2024-10-26-22-0114.jpeg,,,,,,,Logo,,,,,Multicoloured,,Colourblock,Nylon,Tracksuit Top Jacket,Zip,Regular,,Microfibre,High Neck,Long Sleeve,25,20,,,29,,,,,,,,,,,2024-03-18T10:28:21.8299481
