sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,tags,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
BAD110324001 ,FRED PERRY Mens Slim Fit Polo Shirt Medium Navy Blue Cotton ,Fred Perry,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,M,Medium,m,navy,,,22.95,NO,,Slim Fit,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-37-33-0043.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-38-21-0044.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-38-34-0045.jpeg,,,,,,,,Embroidered,Logo,,,,Navy Blue,,,Cotton,Slim Fit Polo Shirt,Pullover,Slim,,Jersey,Collared,Long Sleeve,20,21,,,25,,,,,,,,,,,2024-03-11T08:39:09.8991693
BAD110324002 ,JOULES Mens Polo Shirt Medium Navy Blue Cotton ,Joules,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,M,Medium,m,navy,,,16.95,NO,,,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-40-20-0047.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-40-37-0048.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-40-53-0049.jpeg,,,,,,,,Logo,,,,,Navy Blue,,,Cotton,Polo Shirt,Pullover,Regular,,Jersey,Collared,Short Sleeve,20,,,,28,,,,,,,,,,,2024-03-11T08:41:42.2159907
BAD110324003 ,"LEVI'S Mens Standard Fit Graphic T-Shirt Top Small Red Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,S,Small,s,red,,,19.95,NO,,Standard Fit,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-42-41-0051.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-42-49-0052.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-42-59-0053.jpeg,,,,,,,,Logo,,,,,Red,,,Cotton,Standard Fit Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,19,,,,28,,,,,,,,,,,2024-03-11T08:43:21.2452782
BAD110324004 ,NIKE Mens Graphic T-Shirt Top Medium Black Striped Cotton ,Nike,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,M,Medium,m,,,Faded colour.,14.25,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-43-59-0055.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-44-23-0056.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-44-35-0057.jpeg,,,,,,,,Logo,,,,,Black,,Striped,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,19,,,,24,,,,,,,,,,,2024-03-11T08:45:04.0912956
BAD110324005 ,GUESS Mens Slim Fit Graphic Top Long Sleeve Large Black Cotton ,Guess,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,L,Large,L,black,,,19.95,NO,,Slim Fit,Graphic Top Long Sleeve,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-45-52-0059.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-46-25-0060.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-46-36-0061.jpeg,,,,,,,,Logo,,,,,Black,,,Cotton,Slim Fit Graphic Top Long Sleeve,Pullover,Slim,,Jersey,Round Neck,Long Sleeve,23,20,,,28,,,,,,,,,,,2024-03-11T08:47:31.4029417
BAD110324006 ,PUMA Mens Graphic T-Shirt Top Large Blue Cotton ,Puma,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,L,Large,L,blue,,,14.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-48-15-0063.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-48-44-0064.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-48-59-0065.jpeg,,,,,,,,Logo,,,,,Blue,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,23,,,,28,,,,,,,,,,,2024-03-11T08:49:22.7099208
BAD110324007 ,NIKE Mens Graphic Top Long Sleeve Large Black Cotton ,Nike,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,L,Large,L,black,,Faded colour.,13.95,NO,,,Graphic Top Long Sleeve,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-50-12-0067.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-50-53-0068.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-51-03-0069.jpeg,,,,,,,,Logo,,,,,Black,,,Cotton,Graphic Top Long Sleeve,Pullover,Regular,,Jersey,Round Neck,Long Sleeve,23,20,,,25,,,,,,,,,,,2024-03-11T08:51:38.4998408
BAD110324008 ,KAPPA Mens Polo Shirt Medium Blue Cotton ,Kappa,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,M,Medium,m,,,,14.95,NO,,,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-52-25-0071.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-52-59-0072.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-53-08-0073.jpeg,,,,,,,,Logo,,,,,Blue,,,Cotton,Polo Shirt,Pullover,Regular,,Jersey,Collared,Short Sleeve,22,,,,28,,,,,,,,,,,2024-03-11T08:53:34.7032305
BAD110324009 ,INVICTA Mens Polo Shirt 2XL Pink Cotton ,Invicta,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,2XL,2XL,xxl,pink,,Marks under the armpits and small hole on the front on the side.,13.95,NO,,,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-54-24-0075.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-55-16-0076.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-55-32-0077.jpeg,,,,,,,,Embroidered,Logo,,,,Pink,,,Cotton,Polo Shirt,Pullover,Regular,,Jersey,Collared,Short Sleeve,26,,,,29,,,,,,,,,,,2024-03-11T08:56:01.6878158
BAD110324010 ,NIKE Mens Graphic Top Long Sleeve Medium Grey Cotton ,Nike,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,M,Medium,m,grey,,,14.95,NO,,,Graphic Top Long Sleeve,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-57-21-0079.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-57-53-0080.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-08-58-05-0081.jpeg,,,,,,,,Logo,,,,,Grey,,,Cotton,Graphic Top Long Sleeve,Pullover,Regular,,Jersey,Round Neck,Long Sleeve,20,20,,,26,,,,,,,,,,,2024-03-11T08:59:22.422855
BAG110324001 ,KAPPA Mens Polo Shirt XL Yellow Cotton ,Kappa,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,XL,XL,XL,yellow,,,14.36,NO,,,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-02-29-0083.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-02-47-0084.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-03-02-0085.jpeg,,,,,,,,Embroidered,Logo,,,,Yellow,,,Cotton,Polo Shirt,Pullover,Slim,Elastane,Jersey,Collared,Short Sleeve,21,,,,29,,,,,,,,,,,2024-03-11T09:03:59.0192757
BAG110324002 ,LACOSTE Mens Polo Shirt Size 3 Small Blue Cotton ,Lacoste,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,S,Small,3,blue,,Pulled on the side on the front. Faded colour.,21.95,NO,,,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-05-39-0087.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-05-49-0088.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-06-01-0089.jpeg,,,,,,,,Logo,,,,,Blue,,,Cotton,Polo Shirt,Pullover,Regular,,Jersey,Collared,Short Sleeve,21,,,,26,,,,,,,,,,,2024-03-11T09:06:28.243204
BAG110324003 ,VINTAGE Mens Slim Fit Suede Bomber Jacket IT 52 XL Brown ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Coats & Jackets,57988,,,,,1,XL,XL,52,brown,,Marks on the sleeves and on the back.,27.95,NO,Slim Fit,Suede,Bomber Jacket,,Lined,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-08-28-0091.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-08-47-0092.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-08-57-0093.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-09-29-0094.jpeg,,,,,,,,,,,,Brown,,,,Slim Fit Suede Bomber Jacket,Button,Extra-Slim,,Leather,Collared,Long Sleeve,22,20,42,,25,,,,,,,,,,,2024-03-11T09:10:26.9472712
BAG110324004 ,FRED PERRY Mens Polo Shirt 2XL Navy Blue Cotton ,Fred Perry,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,2XL,2XL,xxl,navy,,Faded colour.,21.95,NO,,,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-11-30-0096.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-12-02-0097.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-12-20-0098.jpeg,,,,,,,,Embroidered,Logo,,,,Navy Blue,,,Cotton,Polo Shirt,Pullover,Regular,,Jersey,Collared,Short Sleeve,26,,,,26,,,,,,,,,,,2024-03-11T09:12:49.4526263
BAG110324005 ,CONVERSE Mens Graphic T-Shirt Top Large Grey Floral Cotton ,Converse,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,L,Large,L,grey,,Small mark on the front in the middle and on the back.,14.39,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-13-39-0100.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-14-19-0101.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-14-41-0102.jpeg,,,,,,,,Logo,,,,,Grey,,Floral,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,23,,,,27,,,,,,,,,,,2024-03-11T09:15:04.2294374
BAG110324006 ,COLMAR Mens Polo Shirt XL Blue Cotton ,Colmar,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,XL,XL,XL,blue,,,16.95,NO,,,Polo Shirt,,Stretch,Collared,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-16-01-0104.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-16-26-0105.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-16-48-0106.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-17-08-0107.jpeg,,,,,,,Logo,,,,,Blue,,,Cotton,Polo Shirt,Pullover,Regular,Elastane,Jersey,Collared,Short Sleeve,25,,,,27,,,,,,,,,,,2024-03-11T09:17:33.5181204
BAG110324007 ,PUMA Mens Graphic T-Shirt Top XL Beige Cotton ,Puma,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,XL,XL,xl,beige,,,14.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-18-17-0109.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-19-53-0110.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 17_11-03-2024/Studio 17 11-03-2024-09-20-20-0111.jpeg,,,,,,,,Logo,,,,,Beige,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,25,,,,30,,,,,,,,,,,2024-03-11T09:20:46.0026613
