sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,tags,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
BDS110324011 ,ASICS Mens Full Tracksuit IT 54 XL Blue Colourblock ,Asics,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Tracksuits,185708,,,,,1,XL,XL,54,,,"Marks on left sleeve, loose stitches on hem legs.",74.95,NO,,,Full Tracksuit,,,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-49-15-0051.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-49-31-0052.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-49-46-0053.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-50-11-0054.jpeg,,,,,,,Logo,,,,,Blue,,Colourblock,,Full Tracksuit,Zip,Relaxed,,Microfibre,High Neck,Long Sleeve,27,20,,,28,,,,31,11,,,,38,,2024-03-12T08:52:56.872381
BDS110324012 ,TOMMY HILFIGER Mens Crew Neck Jumper Sweater Medium Navy Blue Cotton ,Tommy Hilfiger,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jumpers & Cardigans,11484,,,,,1,M,Medium,M,Navy.,,Washed oit colour and light bleaches on front hem.,34.95,NO,,,Crew Neck Jumper Sweater,,Bodywarmer,Collarless,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-53-38-0056.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-53-56-0057.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-54-09-0058.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-54-41-0059.jpeg,,,,,,,Logo,,,,,Navy Blue,,,Cotton,Crew Neck Jumper Sweater,Pullover,Regular,,Knit,Crew Neck,Long Sleeve,22,20,,,25,,,,,,,,,,,2024-03-12T08:56:48.3485754
BDS110324013 ,NFL Mens Graphic T-Shirt Top XL Navy Blue Cotton ,NFL,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,XL,XL,XL,Navy.,,Slightly damaged logo on front and on back.,19.95,NO,,,Graphic T-Shirt Top,,Comfort,Collarless,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-57-29-0061.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-57-45-0062.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-57-57-0063.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-08-58-17-0064.jpeg,,,,,,,Logo,,,,,Navy Blue,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,24,,,,29,,,,,,,,,,,2024-03-12T08:59:26.7324807
BDS110324014 ,VINTAGE Mens Graphic Pullover Windbreaker Jacket UK 40 Large Multicoloured ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Coats & Jackets,57988,,,,,1,L,Large,L,,,,49.95,NO,Graphic,Pullover,Windbreaker Jacket,,Adjustable,Windproof,Pockets,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-01-21-0066.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-01-39-0067.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-01-51-0068.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-02-09-0069.jpeg,,,,,,,Embroidered,Logo,,,,Multicoloured,,Colourblock,Polyamide,Graphic Pullover Windbreaker Jacket,Pullover,Regular,,Microfibre,High Neck,Long Sleeve,30,20,40,,34,,,,,,,,,,,2024-03-12T09:04:08.1693641
BDS110324015 ,POLO RALPH LAUREN Mens Shirt Large Blue Check Cotton ,Polo Ralph Lauren,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,L,Large,L,,,,29.95,NO,,,Shirt,,Cuffed,Collared,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-08-51-0071.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-09-28-0072.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-09-40-0073.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-09-59-0074.jpeg,,,,,,,Logo,,,,,Blue,,Check,Cotton,Shirt,Button,Regular,,Woven,Collared,Long Sleeve,25,21,,,31,,,,,,,,,,,2024-03-12T09:11:02.6626364
BDS110324016 ,CHAMPION Mens Tracksuit Trousers Medium Black Polyester ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Bottoms,260956,,,,,1,M,Medium,M,Black.  T S,,,24.95,NO,,,Tracksuit Trousers,,Elastic Waist,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-11-40-0076.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-11-55-0077.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-12-08-0078.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-12-22-0079.jpeg,,,,,,,Logo,,,,,Black,,,Polyester,Tracksuit Trousers,Drawstring,Regular,,Microfibre,,,,,,,,,,,33,9,,,,32,,2024-03-12T09:13:31.6587357
BDS110324017 ,KAPPA Mens Tracksuit Trousers 2XL Grey Polyester ,Kappa,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Bottoms,260956,,,,,1,2XL,2XL,2 XL,Grey.,,Marks on middle back right leg and o front hem left leg.,24.95,NO,,,Tracksuit Trousers,,Elastic Waist,Ankle Zip,Pockets,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-14-04-0081.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-14-18-0082.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-14-29-0083.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-14-51-0084.jpeg,,,,,,,Logo,,,,,Grey,,,Polyester,Tracksuit Trousers,Pull On,Relaxed,,Microfibre,,,,,,,,,,,34,11,,,,42,,2024-03-12T09:16:11.2244535
BDS110324018 ,ALPHA INDUSTRIES Mens Cargo Shorts W30 Medium Green ,Alpha Industries,Fair Used Condition: the item has been frequently worn and may have numerous flaws,Mens,Clothing,Shorts,15689,,,,,1,30,Size 30,W 30,T Z,,Discoloration material. ,27.95,NO,,,Cargo Shorts,,Comfort,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-17-29-0086.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-17-39-0087.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-17-47-0088.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-17-58-0089.jpeg,,,,,,,Logo,,,,,Green,,,,Cargo Shorts,Zip,Regular,,Woven,,,,,,,,,,,8,8,,,,30,,2024-03-12T09:19:16.5899508
BDS110324019 ,VINTAGE Mens Cargo Shorts XL W38 Khaki Camouflage Cotton ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,XL,XL,XL,T Z,,,19.95,NO,,,Cargo Shorts,,Straps,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-20-01-0091.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-20-11-0092.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-20-22-0093.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-20-33-0094.jpeg,,,,,,,Logo,,,,,Khaki,,Camouflage,Cotton,Cargo Shorts,Zip,Regular,,Woven,,,,,,,,,,,16,10,,,,38,,2024-03-12T09:21:53.950316
BDS110324020 ,LEE Mens Distressed Bootcut Jeans W30 L29 Blue Cotton ,Lee,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jeans,11483,,,,,1,30,Size 30,W 30 L 32,J B,,Reworked length.,22.95,YES,,Distressed,Bootcut Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-24-20-0096.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-24-29-0097.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-24-38-0098.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-25-05-0099.jpeg,,,,,,,Logo,,,,,Blue,,,Cotton,Distressed Bootcut Jeans,Button,Regular,,Denim,,,,,,,,,,,29,8,,,,30,,2024-03-12T09:26:24.4288921
BDS110324021 ,VINTAGE Womens High Waist Tapered Jeans W28 L33 Brown Cotton ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Jeans,11554,,,,,1,28,Size 28,48,J Z  Brown.,,"Tag size is 48 , however fits like W28. , Rip material on upper front.",22.95,YES,,High Waist,Tapered Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-26-59-0101.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-28-04-0102.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-28-13-0103.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-28-30-0104.jpeg,,,,,,,Logo,,,,,Brown,,,Cotton,High Waist Tapered Jeans,Zip,Regular,,Denim,,,,,,,,,,,33,10,,,,28,,2024-03-12T09:30:07.80822
BDS110324022 ,ELLESSE Mens Sport Shorts Large Navy Blue Polyester ,Ellesse,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Shorts,260957,,,,,1,L,Large,L ,Navy.,,,19.95,NO,,,Sport Shorts,,Pockets,Elastic Waist,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-31-37-0106.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-31-45-0107.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-31-56-0108.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-32-06-0109.jpeg,,,,,,,Logo,,,,,Navy Blue,,,Polyester,Sport Shorts,Pull On,Regular,,Microfibre,,,,,,,,,,,4,12,,,,36,,2024-03-12T09:33:06.8605205
BDS110324023 ,CARHARTT Mens Cargo Shorts W34 Large Black Cotton ,Carhartt,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,34,Size 34,"W34 Large - Recommended sizing differs from the label size. , 31",Black.  T Z,,Stretched  waist.,19.95,YES,,,Cargo Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-34-38-0111.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-34-47-0112.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-34-55-0113.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-35-05-0114.jpeg,,,,,,,Logo,,,,,Black,,,Cotton,Cargo Shorts,Zip,Regular,,Woven,,,,,,,,,,,9,10,,,,34,,2024-03-12T09:36:55.6886359
BDS110324024 ,CHAMPION Mens Sport Shorts XL Yellow Polyamide ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Shorts,260957,,,,,1,XL,XL,XL,,,,19.95,NO,,,Sport Shorts,,Elastic Waist,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-37-40-0116.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-37-48-0117.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-37-57-0118.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_12-03-2024/Studio 24 12-03-2024-09-38-08-0119.jpeg,,,,,,,Logo,,,,,Yellow,,,Polyamide,Sport Shorts,Pull On,Regular,,Microfibre,,,,,,,,,,,4,11,,,,38,,2024-03-12T09:39:17.0602401
