sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,tags,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
BET110324011 ,TOM TAILOR Womens Shirt EU 38 Medium White Cotton ,Tom Tailor,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shirts,53159,,,,,1,M,Medium,38,,,Small stains on back and in the left sleeve.,16.95,NO,,,Shirt,,Straps,Cuffed,Collared,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-08-54-49-0044.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-08-55-03-0045.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-08-55-14-0046.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-08-55-50-0047.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Shirt,Button,Regular,,Woven,Collared,Long Sleeve,17,17,,,20,,,,,,,,,,,2024-03-12T08:56:41.0152286
BET110324012 ,BURBERRY Womens Shirt UK 6 XS White Cotton ,Burberry,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shirts,53159,,,,,1,XS,XS,XS,,,Yellow stains on armpits.,27.95,NO,,,Shirt,,Stretch,Cuffed,Collared,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-08-58-27-0049.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-08-58-57-0050.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-08-59-11-0051.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-08-59-20-0052.jpeg,,,,,,,,,,,,White,,,Cotton,Shirt,Button,Regular,Elastane,Woven,Collared,Long Sleeve,15,17,,,24,,,,,,,,,,,2024-03-12T09:01:00.3041723
BET110324013 ,EDDIE BAUER Womens Cardigan Sweater UK 16 Large White Nylon ,Eddie Bauer,Fair Used Condition: the item has been frequently worn and may have numerous flaws,Womens,Clothing,Jumpers & Cardigans,63866,,,,,1,L,Large,L,,,Bobbling material.,24.95,NO,,,Cardigan Sweater,,Pockets,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-07-57-0054.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-08-36-0055.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-08-52-0056.jpeg,,,,,,,,Logo,,,,,White,,,Nylon,Cardigan Sweater,Pull On,Relaxed,Lambswool,Knit,V-Neck,Long Sleeve,23,23,,,30,,,,,,,,,,,2024-03-12T09:10:09.2688618
BET110324014 ,MOSSIMO Womens Shirt UK 14 Medium White Cotton ,Mossimo,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shirts,53159,,,,,1,M,Medium,M,,,Small yellow marks on right armpit.,16.95,NO,,,Shirt,,Cuffed,Pockets,Collared,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-12-33-0058.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-13-27-0059.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-13-42-0060.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-14-25-0061.jpeg,,,,,,,,,,,,White,,,Cotton,Shirt,Button,Regular,,Woven,Collared,Long Sleeve,20,18,,,28,,,,,,,,,,,2024-03-12T09:15:27.6116573
BET110324015 ,ADIDAS Mens T-Shirt Top XL White Polyester ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,XL,XL,XL,,,,14.95,NO,,,T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-17-35-0063.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-17-58-0064.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-18-18-0065.jpeg,,,,,,,,Logo,,,,,White,,,Polyester,T-Shirt Top,Pullover,Regular,,Microfibre,V-Neck,Short Sleeve,24,,,,29,,,,,,,,,,,2024-03-12T09:19:01.7458366
BET110324016 ,TOMMY HILFIGER Mens Polo Shirt Medium White Striped Cotton ,Tommy Hilfiger,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Polo Shirts,185101,,,,,1,M,Medium,M,,,Light bobbling material.,19.95,NO,,,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-19-45-0067.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-20-12-0068.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-20-34-0069.jpeg,,,,,,,,Logo,,,,,White,,Striped,Cotton,Polo Shirt,Pullover,Regular,,Jersey,Collared,Short Sleeve,20,,,,29,,,,,,,,,,,2024-03-12T09:21:22.7071713
BET110324017 ,"LEVI'S Mens Standard T-Shirt Top Medium White Cotton ","Levi's",Fair Used Condition: the item has been frequently worn and may have numerous flaws,Mens,Clothing,T-Shirts,15687,,,,,1,M,Medium,M,,,Stains all over and material discoloration. ,13.95,NO,,,T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-22-49-0071.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-23-25-0072.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-24-27-0073.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-24-35-0074.jpeg,,,,,,,Logo,,,,,White,Standard,,Cotton,T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,20,,,,25,,,,,,,,,,,2024-03-12T09:25:58.5215902
BET110324018 ,ABERCROMBIE & FITCH Mens Graphic Tracksuit Trousers 2XL White Cotton ,Abercrombie & Fitch,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Bottoms,260956,,,,,1,2XL,2XL,XXL,,,Bobbling material.,19.95,NO,,Graphic,Tracksuit Trousers,,Adjustable Waist,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-26-30-0076.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-26-59-0077.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-27-19-0078.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,Graphic Tracksuit Trousers,Drawstring,Regular,Polyester,Jersey,,,,,,,,,,,31,11,,,,42,,2024-03-12T09:28:37.3068491
BET110324019 ,JACK & JONES Mens Relaxed Fit Graphic T-Shirt Top Medium White Cotton ,Jack & Jones,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,M,Medium,M,,,Bobbling material and small stains on front nearly collar. ,16.95,NO,,Relaxed Fit,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-29-23-0080.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-29-45-0081.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-30-16-0082.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-30-59-0083.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Relaxed Fit Graphic T-Shirt Top,Pullover,Relaxed,,Jersey,Round Neck,Short Sleeve,21,,,,29,,,,,,,,,,,2024-03-12T09:31:38.6251224
BET110324020 ,KAPPA Mens Sport Shorts Small White Nylon ,Kappa,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Shorts,260957,,,,,1,S,Small,S,,,,16.95,NO,,,Sport Shorts,,Adjustable Waist,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-32-18-0085.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-32-34-0086.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-32-47-0087.jpeg,,,,,,,,Logo,,,,,White,,,Nylon,Sport Shorts,Drawstring,Regular,,Microfibre,,,,,,,,,,,5,10,,,,28,,2024-03-12T09:34:24.579803
AYK120324001 ,ADIDAS Mens Graphic T-Shirt Top Large White Cotton ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,L,Large,L,,,Stains on back and bobbling material.,14.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-35-27-0089.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-35-57-0090.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-36-14-0091.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-37-17-0092.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,22,,,,25,,,,,,,,,,,2024-03-12T09:38:18.46989
AYK120324002 ,ADIDAS Mens Vest Top UK 42/44  Large White Colourblock Cotton ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,L,Large,42/44,,,Bobbling material.,14.95,NO,,,Vest Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-39-09-0094.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-39-54-0095.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-40-16-0096.jpeg,,,,,,,,Logo,,,,,White,,Colourblock,Cotton,Vest Top,Pullover,Slim,,Jersey,Round Neck,Sleeveless,21,,,,27,,,,,,,,,,,2024-03-12T09:41:15.0319284
AYK120324003 ,ADIDAS Mens T-Shirt Top Medium White Cotton ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,M,Medium,M,,,,14.95,NO,,,T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-42-24-0098.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-42-55-0099.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-43-13-0100.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,19,,,,20,,,,,,,,,,,2024-03-12T09:44:09.3030899
AYK120324004 ,PUMA Mens Graphic T-Shirt Top 2XL White ,Puma,Fair Used Condition: the item has been frequently worn and may have numerous flaws,Mens,Clothing,T-Shirts,15687,,,,,1,2XL,2XL,XXL,,,Small stains on front and bobbling material. Yellow marks inside collar.,14.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-45-09-0102.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-45-40-0103.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-46-02-0104.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-47-24-0105.jpeg,,,,,,,Logo,,,,,White,,,,Graphic T-Shirt Top,Pullover,Slim,,Jersey,Round Neck,Short Sleeve,24,,,,30,,,,,,,,,,,2024-03-12T09:48:25.0141049
AYK120324005 ,ADIDAS Boys Tracksuit Top Jacket 9-10 Years White Polyester ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,Activewear Jackets,260968,,,,,1,9-10 Years,9-10 Years,9-10 yrs,,,Material discoloration and bobbling material.,16.95,NO,,,Tracksuit Top Jacket,,Full Zip,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-52-39-0107.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-53-16-0108.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-09-54-11-0109.jpeg,,,,,,,,Logo,,,,,White,,,Polyester,Tracksuit Top Jacket,Zip,Regular,,Microfibre,Mock Neck,Long Sleeve,16,16,,,19,,,,,,,,,,,2024-03-12T09:55:37.035158
AYK120324006 ,LOTTO Boys Graphic Polo Shirt 11-12 Years Medium White Cotton ,Lotto,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,Polo Shirts,260966,,,,,1,11-12 Years,11-12 Years,M (11-12YRS),,,Small stains on front. ,12.95,NO,,Graphic,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-10-16-07-0111.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-10-16-38-0112.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-10-16-52-0113.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-10-17-27-0114.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Graphic Polo Shirt,Pullover,Regular,,Jersey,Collared,Short Sleeve,16,,,,19,,,,,,,,,,,2024-03-12T10:18:32.7440176
AYK120324007 ,BROOKSFIELD Boys T-Shirt Top 15-16 Years White Cotton ,Brooksfield,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,15-16 Years,15-16 Years,34,,,Stains on left sleeve and bobbling material.,12.95,NO,,,T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-10-19-51-0116.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-10-20-44-0117.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-10-20-56-0118.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 8_12-03-2024/Studio 8 12-03-2024-10-21-40-0119.jpeg,,,,,,,Logo,,,,,White,,,Cotton,T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,17,,,,19,,,,,,,,,,,2024-03-12T10:22:31.2357929
