sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,tags,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
AYE120324009 ,THE NORTH FACE Womens Chino Shorts US 4 Small W28 Grey Polyester ,The North Face,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Shorts,11555,,,,,1,S,Small,4,"Grey, Z.",,,16.95,NO,,,Chino Shorts,,Adjustable Waist,Zipped Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-44-36-0040.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-45-07-0041.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-45-32-0042.jpeg,,,,,,,,Logo,,,,,Grey,,,Polyester,Chino Shorts,Zip,Regular,,Microfibre,,,,,,,,,,,7,7,,,,28,,2024-03-12T08:46:25.7766921
AYE120324010 ,ARMANI Womens Straight Jeans UK 14 Large W32 L32 Blue Cotton ,Armani,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Jeans,11554,,,,,1,14,Size 14,UK 14,JZ.,,,29.95,NO,,,Straight Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-50-46-0044.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-51-15-0045.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-51-32-0046.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-51-47-0047.jpeg,,,,,,,Logo,,,,,Blue,,,Cotton,Straight Jeans,Zip,Regular,,Denim,,,,,,,,,,,32,7,,,,32,,2024-03-12T08:52:36.342009
AYE120324011 ,ROY ROGERS Mens Distressed Straight Jeans W30 L29 Blue Cotton ,Roy Rogers,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jeans,11483,,,,,1,30,Size 30,30/44,JZ>,,,19.95,NO,,Distressed,Straight Jeans,,Stretch,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-53-05-0049.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-53-33-0050.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-53-50-0051.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-54-19-0052.jpeg,,,,,,,Logo,,,,,Blue,,,Cotton,Distressed Straight Jeans,Zip,Regular,Elastane,Denim,,,,,,,,,,,29,7,,,,30,,2024-03-12T08:55:02.1875486
AYE120324012 ,"LEVI'S Womens 721 High Rise Skinny Jeans W25 L29 Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Jeans,11554,,,,,1,25,Size 25,25,JZ.,,Marks on front left leg.,23.95,NO,Distressed,High Rise,Skinny Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-56-50-0054.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-57-23-0055.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-57-41-0056.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-58-07-0057.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-08-58-37-0058.jpeg,,,,,,Logo,,,,,Blue,721,,Cotton,Distressed High Rise Skinny Jeans,Zip,Extra-Slim,,Denim,,,,,,,,,,,29,8,,,,25,,2024-03-12T08:59:20.0262434
AYE120324013 ,NIKE Womens Dri Fit Capri Leggings UK 14 Medium Black Polyester ,Nike,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Activewear Bottoms,260954,,,,,1,M,Medium,M,Black.,,Mark on front left leg.,18.95,NO,,Capri,Leggings,,Elastic Waist,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-01-44-0060.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-01-57-0061.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-02-18-0062.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-02-57-0063.jpeg,,,,,,,Logo,,,,,Black,Dri Fit,,Polyester,Capri Leggings,Pull On,Regular,Elastane,Microfibre,,,,,,,,,,,18,7,,,,28,,2024-03-12T09:03:51.7904155
AYE120324014 ,VINTAGE Womens Leather Skirt IT 42 Medium W27 Blue Suede ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Skirts,63864,,,,,1,M,Medium,42,"Lined, Z.",,Marks on front body.,17.95,NO,,,Leather Skirt,,Pockets,Lined,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-04-37-0065.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-05-11-0066.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-05-23-0067.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-05-49-0068.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-06-04-0069.jpeg,,,,,,,,,,,Blue,,,Suede,Leather Skirt,Zip,Regular,,Leather,,,,,,,,,,,29,,,,,27,,2024-03-12T09:06:58.1947845
AYE120324015 ,VINTAGE Womens Crew Neck Jumper Sweater IT 42 Medium Off White Floral ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Jumpers & Cardigans,63866,,,,,1,M,Medium,42,,,,22.95,NO,,,Crew Neck Jumper Sweater,,Bodywarmer,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-09-57-0071.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-10-17-0072.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-10-48-0073.jpeg,,,,,,,,,,,,,Off White,,Floral,Acrylic,Crew Neck Jumper Sweater,Pullover,Regular,,Knit,Crew Neck,Long Sleeve,20,17,,,22,,,,,,,,,,,2024-03-12T09:11:44.0778846
AYE120324016 ,VINTAGE Womens Overcoat IT 40 Small Black Wool ,Vintage,"Excellent Used Condition: the item is hardly worn and has been very well maintained, although it may have slight defects from wear",Womens,Clothing,Coats & Jackets,63862,,,,,1,S,Small,40,Black.,,,34.95,NO,,,Overcoat,,Lined,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-12-23-0075.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-12-42-0076.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-13-18-0077.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-14-06-0078.jpeg,,,,,,,,,,,,Black,,,Wool,Overcoat,Button,Relaxed,Polyester,Moleskin,Collared,Long Sleeve,23,17,,,33,,,,,,,,,,,2024-03-12T09:17:27.423365
AYE120324017 ,VINTAGE Womens Short Sleeves Tea Dress UK 10 Small Navy Blue Floral ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Dresses,63861,,,,,1,S,Small,S,Navy blue.,,,22.95,NO,,Short Sleeves,Tea Dress,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-17-08-0080.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-18-11-0081.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-18-31-0082.jpeg,,,,,,,,Embroidered,,,,,Navy Blue,,Floral,,Short Sleeves Tea Dress,Button,Regular,,Woven,Collared,Short Sleeve,18,,,,46,,,,,,,,,,,2024-03-12T09:19:18.2200045
AYE120324018 ,MASSIMO DUTTI Womens Cardigan Sweater UK 16 Large Brown Wool ,Massimo Dutti,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Jumpers & Cardigans,63866,,,,,1,L,Large,L/34,brown.,,Bobbling material.,24.95,NO,,,Cardigan Sweater,,Bodywarmer,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-20-02-0085.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-20-48-0086.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-21-01-0087.jpeg,,,,,,,,,,,,,Brown,,,Wool,Cardigan Sweater,Button,Regular,Angora,Knit,Collared,Long Sleeve,20,20,,,23,,,,,,,,,,,2024-03-12T09:21:38.5033786
AYE120324019 ,DESIGUAL Womens Graphic T-Shirt Top UK 12 Medium Green Floral ,Desigual,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,T-Shirts,53159,,,,,1,M,Medium,M,,,,22.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-22-04-0089.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-22-20-0090.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-22-37-0091.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-22-47-0092.jpeg,,,,,,,Logo,,,,,Green,,Floral,,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,18,,,,25,,,,,,,,,,,2024-03-12T09:23:29.0314174
AYE120324020 ,ELEGANCE Womens Leather Jacket UK 20 2XL Brown Leather ,Elegance,"Excellent Used Condition: the item is hardly worn and has been very well maintained, although it may have slight defects from wear",Womens,Clothing,Coats & Jackets,63862,,,,,1,20,Size 20,UK 20,Brown.,,,34.95,NO,,,Leather Jacket,,Lined,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-25-02-0094.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-25-37-0095.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-26-12-0096.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-26-31-0097.jpeg,,,,,,,,,,,,Brown,,,Leather,Leather Jacket,Button,Regular,,Leather,Collared,Long Sleeve,22,15,,,25,,,,,,,,,,,2024-03-12T09:27:26.0845482
AYE120324021 ,DIESEL Mens Chela Straight Jeans W32 L32 Blue Cotton ,Diesel,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jeans,11483,,,,,1,32,Size 32,W32 L32,JZ.,,Ripped material on back left leg hem.,22.95,NO,,,Straight Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-27-56-0099.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-28-29-0100.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-29-03-0101.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-29-16-0102.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-29-34-0103.jpeg,,,,,,Logo,,,,,Blue,Chela,,Cotton,Straight Jeans,Zip,Regular,,Denim,,,,,,,,,,,32,7,,,,32,,2024-03-12T09:30:18.7802317
AYE120324022 ,DIESEL Mens Matic Distressed Slim Tapered Jeans W28 L32 Blue Cotton ,Diesel,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jeans,11483,,,,,1,28,Size 28,W28 L32,JZ.,,Mark on front right leg.,21.95,NO,Distressed,Slim,Tapered Jeans,,Stretch,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-30-50-0105.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-31-33-0106.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-31-46-0107.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-31-58-0108.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-32-11-0109.jpeg,,,,,,Logo,,,,,Blue,Matic,,Cotton,Distressed Slim Tapered Jeans,Zip,Slim,Elastane,Denim,,,,,,,,,,,32,5,,,,28,,2024-03-12T09:33:03.4507553
AYE120324023 ,DIESEL Womens Skinzee Low Waist Slim Skinny Jeans W26 L32 Blue Cotton ,Diesel,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Jeans,11554,,,,,1,26,Size 26,W26 L32,JZ.,,,22.95,NO,Low Waist,Slim,Skinny Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-33-36-0111.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-34-07-0112.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-34-22-0113.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-34-31-0114.jpeg,,,,,,,Logo,,,,,Blue,Skinzee,,Cotton,Low Waist Slim Skinny Jeans,Zip,Extra-Slim,Polyester,Denim,,,,,,,,,,,32,6,,,,26,,2024-03-12T09:35:20.5323867
AYE120324024 ,ADIDAS Girls Sport Shorts 13-14 Years Blue Polyester ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Girls,Clothing,Activewear Shorts,260977,,,,,1,13-14 Years,13-14 Years,UK 30-14Y,Snaps.,,,14.95,NO,,,Sport Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-36-13-0116.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-36-35-0117.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 11_12-03-2024/Studio 11 12-03-2024-09-37-27-0118.jpeg,,,,,,,,Logo,,,,,Blue,,,Polyester,Sport Shorts,Snap,Regular,Cotton,Microfibre,,,,,,,,,,,18,8,,,,30,,2024-03-12T09:38:07.8793598
