sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,tags,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
BFD120324001 ,KAPPA Mens Graphic Tracksuit Trousers Medium White ,Kappa,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Bottoms,260956,,,,,1,M,Medium,M,,,Stains on bottom of legs.,19.95,NO,,Graphic,Tracksuit Trousers,,Pockets,Adjustable Waist,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-36-26-0047.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-36-39-0048.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-36-48-0049.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-37-07-0050.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-37-13-0051.jpeg,,,,,,Logo,,,,,White,,,,Graphic Tracksuit Trousers,Drawstring,Regular,,Jersey,,,,,,,,,,,30,10,,,,28,,2024-03-12T08:37:38.9585062
BFD120324002 ,ADIDAS Mens Sport Shorts XL White Polyester ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Shorts,260957,,,,,1,XL,XL,XL,,,,16.95,NO,,,Sport Shorts,,Pockets,Elastic Waist,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-38-56-0053.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-39-23-0054.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-39-40-0055.jpeg,,,,,,,,Logo,,,,,White,,,Polyester,Sport Shorts,Pull On,Regular,,Microfibre,,,,,,,,,,,7,12,,,,36,,2024-03-12T08:40:10.4553385
BFD120324003 ,ADIDAS Boys Graphic T-Shirt Top 13-14 Years White ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,13-14 Years,13-14 Years,13-14 Years,,,Small stain on front.,12.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-41-34-0057.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-41-56-0058.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-42-06-0059.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-42-23-0060.jpeg,,,,,,,Logo,,,,,White,,,,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,16,,,,23,,,,,,,,,,,2024-03-12T08:42:49.9519532
BFD120324004 ,CHAMPION Boys Sleeveless Graphic T-Shirt Top 9-10 Years Medium White ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,9-10 Years,9-10 Years,M/9-10 Years,,,Small stain on back. ,12.95,NO,,Sleeveless,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-44-00-0062.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-44-12-0063.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-44-19-0064.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-44-39-0065.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Sleeveless Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Sleeveless,15,,,,21,,,,,,,,,,,2024-03-12T08:45:07.8829148
BFD120324005 ,NIKE Boys Graphic T-Shirt Top 7-8 Years XS White ,Nike,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,7-8 Years,7-8 Years,XS,,,,12.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-46-00-0067.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-46-10-0068.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-46-43-0069.jpeg,,,,,,,,Logo,,,,,White,,,,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,13,,,,16,,,,,,,,,,,2024-03-12T08:47:29.9224238
BFD120324006 ,NIKE Boys Graphic Polo Shirt 10-11 Years Medium White Striped Polyester ,Nike,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,Polo Shirts,260966,,,,,1,10-11 Years,10-11 Years,M/10-12 Years,,,Stain on back. ,12.95,NO,,Graphic,Polo Shirt,,Collared,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-48-44-0071.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-49-05-0072.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-49-16-0073.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-49-36-0074.jpeg,,,,,,,Logo,,,,,White,,Striped,Polyester,Graphic Polo Shirt,Pullover,Regular,,Jersey,Collared,Short Sleeve,15,,,,23,,,,,,,,,,,2024-03-12T08:49:59.0071589
BFD120324007 ,NIKE Boys Graphic T-Shirt Top 10-11 Years Medium White ,Nike,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,10-11 Years,10-11 Years,M/10-12 Years,,,,12.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-51-12-0076.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-51-30-0077.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-51-48-0078.jpeg,,,,,,,,Logo,,,,,White,,,,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,15,,,,23,,,,,,,,,,,2024-03-12T08:52:15.8840484
BFD120324008 ,POLO RALPH LAUREN Girls Crew Neck Jumper Sweater 8-9 Years Medium White ,Polo Ralph Lauren,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Girls,Clothing,Jumpers & Cardigans,51582,,,,,1,8-9 Years,8-9 Years,M/8-10,,,Small stain on front of right arm. ,26.95,NO,,,Crew Neck Jumper Sweater,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-54-05-0080.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-54-26-0081.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-54-39-0082.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-54-58-0083.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Crew Neck Jumper Sweater,Pullover,Regular,,Knit,Crew Neck,Long Sleeve,15,15,,,17,,,,,,,,,,,2024-03-12T08:55:35.4752766
BFD120324009 ,ADIDAS Boys Sport Shorts 11-12 Years White Polyester ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,Activewear Shorts,260970,,,,,1,11-12 Years,11-12 Years,11-12 Years,,,,14.95,NO,,,Sport Shorts,,Pockets,Adjustable Waist,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-56-39-0085.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-56-50-0086.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-57-16-0087.jpeg,,,,,,,,Logo,,,,,White,,,Polyester,Sport Shorts,Drawstring,Regular,,Microfibre,,,,,,,,,,,6,8,,,,20,,2024-03-12T08:57:55.9647385
BFD120324010 ,CHAMPION Boys Graphic Sweatshirt Jumper 11-12 Years Large White Cotton ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,Hoodies,57916,,,,,1,11-12 Years,11-12 Years,L/11-12 Years,,,,16.95,NO,,Graphic,Sweatshirt Jumper,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-59-20-0089.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-08-59-48-0090.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-00-01-0091.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,Graphic Sweatshirt Jumper,Pullover,Regular,Polyester,Jersey,Round Neck,Long Sleeve,17,16,,,22,,,,,,,,,,,2024-03-12T09:00:35.4277116
BFD120324011 ,TOMMY HILFIGER Mens Straight Chino Trousers W32 L34 Grey Cotton ,Tommy Hilfiger,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Trousers,57989,,,,,1,32,Size 32,32/34,,,,19.95,NO,,Straight,Chino Trousers,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-01-31-0093.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-01-46-0094.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-02-00-0095.jpeg,,,,,,,,Logo,,,,,Grey,,,Cotton,Straight Chino Trousers,Zip,Regular,,Woven,,,,,,,,,,,34,10,,,,32,,2024-03-12T09:02:39.6457389
BFD120324012 ,ARMANI JUNIOR Boys T-Shirt Top 15-16 Years White ,Armani Junior,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,15-16 Years,15-16 Years,16A/175cm,,,,18.95,NO,,,T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-05-22-0097.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-05-42-0098.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-05-54-0099.jpeg,,,,,,,,Logo,,,,,White,,,,T-Shirt Top,Pullover,Regular,,Jersey,V-Neck,Short Sleeve,17,,,,25,,,,,,,,,,,2024-03-12T09:06:32.708547
BFD120324013 ,TOMMY JEANS Womens Skinny Jeans W32 L32 White Cotton ,Tommy Jeans,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Jeans,11554,,,,,1,32,Size 32,32/32,,,Small stain on back of left leg.,19.95,NO,,,Skinny Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-07-47-0101.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-08-04-0102.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-08-21-0103.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-08-43-0104.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Skinny Jeans,Zip,Extra-Slim,Polyester,Denim,,,,,,,,,,,32,7,,,,32,,2024-03-12T09:09:01.5707868
BFD120324014 ,LOTTO Boys Tracksuit Top Jacket 11-12 Years Medium White Colourblock ,Lotto,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,Activewear Jackets,260968,,,,,1,11-12 Years,11-12 Years,M/11-12 Years,,,,16.95,NO,,,Tracksuit Top Jacket,,Full Zip,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-10-31-0106.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-10-53-0107.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-11-28-0108.jpeg,,,,,,,,Logo,,,,,White,,Colourblock,Polyester,Tracksuit Top Jacket,Zip,Regular,,Microfibre,Mock Neck,Long Sleeve,16,16,,,23,,,,,,,,,,,2024-03-12T09:12:00.8501814
BFD120324015 ,MARINA MILITARE Girls Straight Chino Trousers 5-6 Years W22 L23 White ,Marina Militare,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Girls,Clothing,Trousers,51568,,,,,1,5-6 Years,5-6 Years,6,,,Stained waistband.,15.95,NO,,Straight,Chino Trousers,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-13-06-0110.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-13-20-0111.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-13-36-0112.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-14-08-0113.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Straight Chino Trousers,Zip,Regular,,Woven,,,,,,,,,,,23,7,,,,22,,2024-03-12T09:14:34.9396823
