sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,tags,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
BFI120324001 ,GEOX Girls Graphic Tracksuit Top Jacket 13-14 Years White Cotton ,Geox,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Girls,Clothing,Activewear Jackets,260975,,,,,1,13-14 Years,13-14 Years,14 Years,,,Small stain on front and stained collar. Small stain on arm cuff. ,19.95,NO,,Graphic,Tracksuit Top Jacket,,Stretch,Full Zip,Pockets,Comfort,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-18-44-0115.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-19-17-0116.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-19-28-0117.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-19-35-0118.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-19-43-0119.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-20-05-0120.jpeg,,,,,Sequin,Logo,,,,White,,,Cotton,Graphic Tracksuit Top Jacket,Zip,Regular,Elastane,Jersey,High Neck,Long Sleeve,17,18,,,21,,,,,,,,,,,2024-03-12T09:20:35.3265442
BFI120324002 ,KAPPA Boys Graphic Tracksuit Top Jacket 7-8 Years White Polyester ,Kappa,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,Activewear Jackets,260968,,,,,1,7-8 Years,7-8 Years,8 Years/128cm,,,Logo peeling. ,16.95,NO,,Graphic,Tracksuit Top Jacket,,Full Zip,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-21-50-0122.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-22-07-0123.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-22-18-0124.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-22-43-0125.jpeg,,,,,,,Logo,,,,,White,,,Polyester,Graphic Tracksuit Top Jacket,Zip,Regular,,Microfibre,High Neck,Long Sleeve,15,15,,,20,,,,,,,,,,,2024-03-12T09:23:20.0547559
BFI120324003 ,PUMA Boys Graphic T-Shirt Top 11-12 Years White Cotton ,Puma,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,11-12 Years,11-12 Years,11-12 Years,,,,12.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-24-39-0127.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-24-54-0128.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-25-11-0129.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,Elastane,Jersey,Round Neck,Short Sleeve,15,,,,20,,,,,,,,,,,2024-03-12T09:25:35.9295488
BFI120324004 ,ADIDAS Girls Tracksuit Top Jacket 7-8 Years White Polyester ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Girls,Clothing,Activewear Jackets,260975,,,,,1,7-8 Years,7-8 Years,8,,,Stains on front and on collar. Stains on arm cuff. ,16.95,NO,,,Tracksuit Top Jacket,,Full Zip,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-26-48-0131.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-27-13-0132.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-27-28-0133.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-27-43-0134.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-27-51-0135.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-28-09-0136.jpeg,,,,,Logo,,,,,White,,,Polyester,Tracksuit Top Jacket,Zip,Regular,,Microfibre,High Neck,Long Sleeve,16,19,,,23,,,,,,,,,,,2024-03-12T09:28:51.9516091
BFI120324005 ,ADIDAS Mens T-Shirt Top Small White Colourblock Polyester ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,T-Shirts,15687,,,,,1,S,Small,S,,,Stains on front and arms. Stains on back of collar.,14.95,NO,,,T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-30-22-0138.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-30-52-0139.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-31-15-0140.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-31-25-0141.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-31-34-0142.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-31-53-0143.jpeg,,,,,Logo,,,,,White,,Colourblock,Polyester,T-Shirt Top,Pullover,Regular,,Microfibre,V-Neck,Short Sleeve,17,,,,27,,,,,,,,,,,2024-03-12T09:32:18.1897396
BFI120324006 ,LACOSTE Mens Sport Shorts Size 5 Large W36 White ,Lacoste,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Shorts,260957,,,,,1,L,Large,5,,,Small stain on back. Slightly stained waistband. ,22.95,NO,,,Sport Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-33-20-0145.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-33-38-0146.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-33-58-0147.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-34-05-0148.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-34-22-0149.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-34-39-0150.jpeg,,,,,Logo,,,,,White,,,,Sport Shorts,Zip,Regular,,Microfibre,,,,,,,,,,,4,9,,,,36,,2024-03-12T09:35:20.0818362
BFI120324007 ,PUMA Womens Graphic T-Shirt Top UK 10 Small White Cotton ,Puma,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,T-Shirts,53159,,,,,1,10,Size 10,10,,,Small stain on front. ,14.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-37-58-0152.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-38-08-0153.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-38-17-0154.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-38-30-0155.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Graphic T-Shirt Top,Pullover,Slim,,Jersey,Round Neck,Short Sleeve,14,,,,20,,,,,,,,,,,2024-03-12T09:39:03.5055305
BFI120324008 ,FILA Womens Graphic T-Shirt Top UK 12 Medium White Cotton ,Fila,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,T-Shirts,53159,,,,,1,M,Medium,M,,,Faded colour. ,14.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-40-03-0157.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-40-21-0158.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-40-44-0159.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,18,,,,27,,,,,,,,,,,2024-03-12T09:41:38.2360241
BFI120324009 ,RALPH LAUREN Girls Polo Dress 4-5 Years White Cotton ,Ralph Lauren,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Girls,Clothing,Dresses,51581,,,,,1,4-5 Years,4-5 Years,5,,,Stains on front. ,26.95,NO,,,Polo Dress,,Stretch,Collared,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-43-43-0161.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-44-04-0162.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-44-16-0163.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-44-50-0164.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Polo Dress,Pullover,Regular,Elastane,Jersey,Collared,Short Sleeve,11,,,,21,,,,,,,,,,,2024-03-12T09:45:33.489292
BFI120324010 ,ELLESSE Womens Tennis Skirt IT 42  Medium  White Polyester ,Ellesse,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Activewear Skirts & Skorts,261046,,,,,1,M,Medium,42,,,Slightly stained waistband.,16.95,NO,,,Tennis Skirt,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-46-52-0166.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-47-03-0167.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-47-20-0168.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-48-23-0169.jpeg,,,,,,,Logo,,,,,White,,,Polyester,Tennis Skirt,Zip,Regular,,Microfibre,,,,,,,,,,,14,,,,,26,,2024-03-12T09:54:03.9451844
BFI120324011 ,PUMA Mens Zip Hoodie Sweater XL Grey Cotton ,Puma,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Hoodies & Sweats,155183,,,,,1,XL,XL,XL,,,Stains on back. ,22.95,NO,,,Zip Hoodie Sweater,,Hooded,Full Zip,Pockets,Comfort,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-56-06-0171.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-56-51-0172.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-56-59-0173.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-09-57-17-0174.jpeg,,,,,,,Logo,,,,,Grey,,,Cotton,Zip Hoodie Sweater,Zip,Regular,,Jersey,Round Neck,Long Sleeve,24,19,,,29,,,,,,,,,,,2024-03-12T09:58:01.8816266
BFI120324012 ,PUMA Boys Graphic T-Shirt Top 13-14 Years White Cotton ,Puma,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,13-14 Years,13-14 Years,13-14 Years,,,,12.95,NO,,,Graphic T-Shirt Top,,Stretch,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-16-39-0176.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-17-02-0177.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-17-14-0178.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,Elastane,Jersey,Round Neck,Short Sleeve,16,,,,23,,,,,,,,,,,2024-03-12T10:17:40.5957037
BFI120324013 ,HARMONT & BLAINE Girls Roll Neck Top Long Sleeve 7-8 Years White Cotton ,Harmont & Blaine,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Girls,Clothing,"T-Shirts, Tops & Shirts",260965,,,,,1,7-8 Years,7-8 Years,8 Years,,,,14.95,NO,,Roll Neck,Top Long Sleeve,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-19-21-0180.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-20-26-0181.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-20-56-0182.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,Roll Neck Top Long Sleeve,Pullover,Regular,,Jersey,Roll Neck,Long Sleeve,15,12,,,17,,,,,,,,,,,2024-03-12T10:22:01.0939998
BFI120324014 ,WOOLRICH Boys Vintage Tracksuit Top Jacket 9-10 Years Grey ,Woolrich,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,Activewear Jackets,260968,,,,,1,9-10 Years,9-10 Years,10,,,Small stain on front of right arm. ,22.95,NO,,,Tracksuit Top Jacket,,Full Zip,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-23-26-0184.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-23-55-0185.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-24-07-0186.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-24-40-0187.jpeg,,,,,,,Logo,,,,,Grey,Vintage,,,Tracksuit Top Jacket,Zip,Regular,,Jersey,High Neck,Long Sleeve,16,19,,,21,,,,,,,,,,,2024-03-12T10:25:20.592262
BFI120324015 ,VINTAGE Womens Sleeveless Shirt Blouse UK 16 Large White Floral ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Tops & Blouses,53159,,,,,1,L,Large,N/A,,,,14.95,NO,,Sleeveless,Shirt Blouse,,Collarless,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-26-23-0189.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-26-34-0190.jpeg,,,,,,,,,,,,,,White,,Floral,,Sleeveless Shirt Blouse,Button,Regular,,Woven,Round Neck,Sleeveless,20,,,,21,,,,,,,,,,,2024-03-12T10:27:08.6228979
AXV120324001 ,VINTAGE Womens Cardigan Sweater UK 16 Large White ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Jumpers & Cardigans,63866,,,,,1,L,Large,N/A,,,,22.95,NO,,,Cardigan Sweater,,Bodywarmer,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-28-17-0192.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-28-34-0193.jpeg,,,,,,,,,,,,,,White,,,,Cardigan Sweater,Button,Relaxed,,Knit,Crew Neck,Long Sleeve,22,16,,,26,,,,,,,,,,,2024-03-12T10:29:18.8824441
AXV120324002 ,JORDAN Womens Graphic T-Shirt Top UK 10 Small White Cotton ,Jordan,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,T-Shirts,53159,,,,,1,S,Small,S,,,Small stain on front.,14.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-30-34-0195.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-30-59-0196.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-31-13-0197.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-31-29-0198.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,17,,,,26,,,,,,,,,,,2024-03-12T10:31:59.2349822
AXV120324003 ,OASIS Mens Sleeveless Sweatshirt Jumper UK 10 Small White Cotton ,Oasis,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Hoodies & Sweats,155183,,,,,1,S,Small,S,,,Small stain on front.,22.95,NO,,Sleeveless,Sweatshirt Jumper,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-33-22-0200.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-33-32-0201.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-33-52-0202.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-33-59-0203.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-34-06-0204.jpeg,,,,,,Logo,,,,,White,,,Cotton,Sleeveless Sweatshirt Jumper,Pullover,Relaxed,,Jersey,V-Neck,Sleeveless,19,,,,25,,,,,,,,,,,2024-03-12T10:34:39.7698664
AXV120324004 ,"LEVI'S Girls Denim Hot Pants 9-10 Years W24 White Ramie ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Girls,Clothing,Shorts,15648,,,,,1,9-10 Years,9-10 Years,10 Reg,,,Small stain on back right pocket.,17.95,NO,,Denim,Hot Pants,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-35-49-0206.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-35-57-0207.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-36-07-0208.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-36-29-0209.jpeg,,,,,,,Logo,,,,,White,,,Ramie,Denim Hot Pants,Zip,Regular,Cotton,Denim,,,,,,,,,,,3,5,,,,24,,2024-03-12T10:36:55.0907304
AXV120324005 ,ADIDAS Womens Crop Tracksuit Trousers UK 10 Small  White Polyester ,Adidas,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,Activewear Bottoms,260954,,,,,1,10,Size 10,10,,,Small stain on back.,18.95,NO,,Crop,Tracksuit Trousers,,Elastic Waist,Pockets,Comfort,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-38-07-0211.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-40-56-0001.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-41-05-0002.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-41-23-0003.jpeg,,,,,,,Logo,,,,,White,,,Polyester,Crop Tracksuit Trousers,Pull On,Regular,,Microfibre,,,,,,,,,,,20,7,,,,26,,2024-03-12T10:41:48.1550427
AXV120324006 ,CHAMPION Mens Slim Fit Chino Shorts Medium W32  White Cotton ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,M,Medium,M,,,,16.95,NO,,Slim Fit,Chino Shorts,,Stretch,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-43-19-0005.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-43-31-0006.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-43-42-0007.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,Slim Fit Chino Shorts,Zip,Slim,Elastane,Woven,,,,,,,,,,,9,9,,,,32,,2024-03-12T10:44:03.6738211
AXV120324007 ,VANS Boys Classic Fit Graphic T-Shirt Top 12-13 Years Large  White Cotton ,Vans,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Boys,Clothing,"T-Shirts, Tops & Shirts",260966,,,,,1,12-13 Years,12-13 Years,L/12-14 ,,,,12.95,NO,,Classic Fit,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-45-32-0009.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-45-58-0010.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-46-10-0011.jpeg,,,,,,,,Logo,,,,,White,,,Cotton,Classic Fit Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,18,,,,22,,,,,,,,,,,2024-03-12T10:46:32.5741792
AXV120324008 ,"LEVI'S Womens Graphic T-Shirt Top UK 14 Large White ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,T-Shirts,53159,,,,,1,L,Large,L,,,,19.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-47-54-0013.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-48-19-0014.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-48-32-0015.jpeg,,,,,,,,Logo,,,,,White,,,,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,19,,,,24,,,,,,,,,,,2024-03-12T10:48:52.2323523
AXV120324009 ,TOMMY HILFIGER Womens Graphic T-Shirt Top UK 4 XS White Cotton ,Tommy Hilfiger,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,T-Shirts,53159,,,,,1,XS,XS,XS,,,Stained collar.,19.95,NO,,,Graphic T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-49-57-0017.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-50-15-0018.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-50-24-0019.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-50-41-0020.jpeg,,,,,,,Logo,,,,,White,,,Cotton,Graphic T-Shirt Top,Pullover,Regular,,Jersey,Round Neck,Short Sleeve,15,,,,21,,,,,,,,,,,2024-03-12T10:51:08.3471877
AXV120324010 ,"LEVI'S Womens T-Shirt Top UK 8 Small White ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Womens,Clothing,T-Shirts,53159,,,,,1,S,Small,S,,,,16.95,NO,,,T-Shirt Top,,Comfort,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-52-13-0022.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-52-30-0023.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 7_12-03-2024/Studio 7 12-03-2024-10-52-42-0024.jpeg,,,,,,,,Logo,,,,,White,,,,T-Shirt Top,Pullover,Slim,,Jersey,Round Neck,Short Sleeve,14,,,,21,,,,,,,,,,,2024-03-12T10:53:12.0326969
