sku,title,brand,condition,gender,category,ebay Category,ebay Category Code,consignmentId,upc,rrp,buyItNowPrice,quantity,size,title Size,description Label,notes,additional Condition Remark,price,label size different from the mesaurment and fit,featureType,fabric Fit Type,item Type,style,feature1,feature2,feature3,feature4,feature5,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,accent1,accent2,accent3,accent4,accent5,colour,model,pattern,material,type,closure,fit,other Material,fabric Type,neckline,sleeve Length,armpit to armpit (inches),armpit to cuff (inches),chest Size ,circumference (inches),collar to hem (inches),eu Shoe Size,heel Height (inches),height (inches),length (inches),rise (inches),sole Length,uk Shoe Size,us Shoe Size,waist (inches),width (inches),createdAt
BLJ030424004 ,VINTAGE Mens See Through Shirt Large Multicoloured Striped ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,L,Large,NS,,,19.95,NO,Short Sleeve,See Through,Shirt,,Lightweight,Comfort,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-27-38-0091.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-27-38-0091_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-27-38-0091_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-27-53-0092.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-27-53-0092_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-27-53-0092_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-28-03-0093.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-28-23-0094.jpeg,,,,,,,,Multicoloured,,Striped,,Short Sleeve See Through Shirt,Button,Regular,,Rayon,Mock Neck,Short Sleeve,25,,,,32,,,,,,,,,,,2024-04-03T08:29:32.2003805
BLJ030424005 ,VINTAGE Mens Denim Shirt 2XL Blue Cotton ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,2XL,2XL,2 XL,,,22.95,NO,,,Denim Shirt,,Cuffed,Collared,Pockets,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-30-24-0096.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-30-24-0096_Part_1.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-30-24-0096_Part_2.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-30-43-0097.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-30-55-0098.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-31-17-0099.jpeg,,,,,,,,,,Blue,,,Cotton,Denim Shirt,Button,Regular,,Denim,Collared,Long Sleeve,25,20,,,32,,,,,,,,,,,2024-04-03T08:32:46.9253259
BLJ030424006 ,VINTAGE Mens Short Sleeve Shirt Large Multicoloured Floral Cotton ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,L,Large,L,,,22.95,NO,,Short Sleeve,Shirt,,Collared,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-33-24-0101.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-33-39-0102.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-33-47-0103.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-34-06-0104.jpeg,,,,,,,,,,,,Multicoloured,,Floral,Cotton,Short Sleeve Shirt,Button,Regular,,Woven,Collared,Short Sleeve,25,,,,32,,,,,,,,,,,2024-04-03T08:36:06.4012685
BLJ030424007 ,MARCEL CLAIR Mens Hooded Windbreaker Jacket UK 40 Large Blue Colourblock ,Marcel Clair,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Coats & Jackets,57988,,,,,1,L,Large,L,Have hood. ,Item have vents under armpits. ,44.95,NO,,Hooded,Windbreaker Jacket,Sports,,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-36-55-0106.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-37-12-0107.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-37-25-0108.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-37-47-0109.jpeg,,,,,,,,,,,,Blue,,Colourblock,Polyamide,Hooded Windbreaker Jacket,Zip,Regular,,Microfibre,High Neck,Long Sleeve,25,20,40,,30,,,,,,,,,,,2024-04-03T08:39:27.211964
BLJ030424008 ,VINTAGE Mens Short Sleeve Shirt XL Multicoloured Colourblock ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,XL,XL,XL,,,22.95,NO,,Short Sleeve,Shirt,,Collared,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-40-02-0111.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-40-16-0112.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-40-27-0113.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-40-47-0114.jpeg,,,,,,,,,,,,Multicoloured,,Colourblock,,Short Sleeve Shirt,Button,Regular,,Woven,Collared,,23,,,,31,,,,,,,,,,,2024-04-03T08:41:37.782282
BLJ030424009 ,VINTAGE Mens Hawaiian Short Sleeve Shirt Small Multicoloured ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,S,Small,NS,,,22.95,NO,Hawaiian,Short Sleeve,Shirt,,Pockets,Collared,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-42-30-0116.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-42-42-0117.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-42-50-0118.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-43-15-0119.jpeg,,,,,,,,,,,,Multicoloured,,,,Hawaiian Short Sleeve Shirt,Button,Regular,,Woven,Collared,Short Sleeve,19,,,,31,,,,,,,,,,,2024-04-03T08:44:06.9625979
BLJ030424010 ,VINTAGE Mens Abstract Pattern Short Sleeve Shirt Size 39/40 Medium Grey ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,M,Medium,M  39/40,,Loose seam under right armpit.,22.95,NO,Abstract Pattern,Short Sleeve,Shirt,,Pockets,Collared,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-44-43-0121.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-44-53-0122.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-45-01-0123.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-45-17-0124.jpeg,,,,,,,,,,,,Grey,,,Viscose,Abstract Pattern Short Sleeve Shirt,Button,Regular,,Rayon,Collared,Short Sleeve,22,,,,29,,,,,,,,,,,2024-04-03T08:46:47.3554284
BLJ030424011 ,VINTAGE Mens Denim Shirt Large Blue Cotton ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,L,Large,L,Snaps.,Light marks on stomach.,22.95,NO,,,Denim Shirt,,Cuffed,Collared,Pockets,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-47-34-0126.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-47-49-0127.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-48-01-0128.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-48-20-0129.jpeg,,,,,,,,,,,,Blue,,,Cotton,Denim Shirt,Snap,Regular,,Denim,Collared,Long Sleeve,24,21,,,32,,,,,,,,,,,2024-04-03T08:49:47.6992091
BLJ030424012 ,VINTAGE Mens Short Sleeve Shirt Large Black Floral Rayon ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,L,Large,L,Navy.,Rip material on upper front.,22.95,NO,,Short Sleeve,Shirt,,Collared,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-50-24-0131.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-50-39-0132.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-50-47-0133.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-51-07-0134.jpeg,,,,,,,,,,,,Black,,Floral,Rayon,Short Sleeve Shirt,Button,Regular,,Rayon,Collared,Short Sleeve,23,,,,30,,,,,,,,,,,2024-04-03T08:52:35.4758624
BLJ030424013 ,VINTAGE Mens Short Sleeve Shirt Size 17 XL Brown Patchwork ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,XL,XL,42  17  ,,,22.95,NO,,Short Sleeve,Shirt,,Collared,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-53-21-0136.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-53-33-0137.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-53-41-0138.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-53-59-0139.jpeg,,,,,,,,,,,,Brown,,Patchwork,,Short Sleeve Shirt,Button,Regular,,Woven,Collared,Short Sleeve,24,,,,29,,,,,,,,,,,2024-04-03T08:55:23.4061427
BLJ030424014 ,CARHARTT Mens Rugged Short Sleeve Shirt Medium Green Floral Cotton ,Carhartt,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shirts,57990,,,,,1,M,Medium,M,,,24.95,NO,,Short Sleeve,Shirt,,Collared,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-56-02-0141.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-56-12-0142.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-56-21-0143.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-09-56-41-0144.jpeg,,,,,,,Logo,,,,,Green,Rugged,Floral,Cotton,Short Sleeve Shirt,Button,Regular,,Woven,Collared,Short Sleeve,21,,,,27,,,,,,,,,,,2024-04-03T08:57:29.7811386
BLJ030424016 ,VINTAGE Mens Joggers Cargo Trousers Large W34 L30 Black Cotton ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Trousers,57989,,,,,1,L,Large,L,T B  Black.,Washed out colour.,22.95,NO,,Joggers,Cargo Trousers,,Ankle Strap,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-21-04-0151.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-21-21-0152.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-22-14-0153.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-22-21-0154.jpeg,,,,,,,Logo,,,,,Black,,,Cotton,Joggers Cargo Trousers,Button,Relaxed,,Woven,,,,,,,,,,,30,10,,,,34,,2024-04-03T09:24:02.0339423
BLJ030424017 ,VINTAGE Mens Straight Cargo Trousers W30 L31 Khaki ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Trousers,57989,,,,,1,30,Size 30,NS,T Z,,22.95,NO,,Straight,Cargo Trousers,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-24-29-0156.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-24-39-0157.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-24-49-0158.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-24-57-0159.jpeg,,,,,,,Logo,,,,,Khaki,,,,Straight Cargo Trousers,Zip,Regular,,Microfibre,,,,,,,,,,,31,7,,,,30,,2024-04-03T09:26:02.81158
BLJ030424018 ,CHAMPION Mens Tracksuit Trousers XL Black Polyester ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Bottoms,260956,,,,,1,XL,XL,XL,T S  Black.,,24.95,NO,,,Tracksuit Trousers,,Elastic Waist,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-26-42-0161.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-26-58-0162.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-27-07-0163.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-27-26-0164.jpeg,,,,,,,Button,Logo,,,,Black,,,Polyester,Tracksuit Trousers,Pull On,Regular,,Microfibre,,,,,,,,,,,34,11,,,,38,,2024-04-03T09:28:30.1074427
BLJ030424019 ,CHAMPION Mens Tracksuit Trousers Medium Grey Cotton ,Champion,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Activewear Bottoms,260956,,,,,1,M,Medium,M,,"Marks on upper front and on back, light bobbling material all over.",22.95,NO,,,Tracksuit Trousers,,Elastic Waist,Pockets,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-29-09-0166.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-29-20-0167.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-29-28-0168.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-29-36-0169.jpeg,,,,,,,Logo,,,,,Grey,,,Cotton,Tracksuit Trousers,Pull On,Regular,Polyester,Jersey,,,,,,,,,,,33,10,,,,32,,2024-04-03T09:30:43.3615585
BLJ030424020 ,"LEVI'S Mens 505 Denim Shorts W36 Large Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,36,Size 36,W 36,J Z,Fading out colour on front.,24.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-31-16-0171.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-31-24-0172.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-31-32-0173.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-31-41-0174.jpeg,,,,,,,Logo,,,,,Blue,505,,Cotton,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,10,9,,,,36,,2024-04-03T09:32:39.6420786
BLJ030424021 ,"LEVI'S Mens 505 Denim Shorts W36 Large Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,36,Size 36,W 36,J Z,,24.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-33-08-0176.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-33-17-0177.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-33-25-0178.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-33-35-0179.jpeg,,,,,,,Logo,,,,,Blue,505,,Cotton,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,9,11,,,,36,,2024-04-03T09:34:32.9677962
BLJ030424022 ,"LEVI'S Mens Straight Jeans W30 L31 Navy Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jeans,11483,,,,,1,30,Size 30,W 30,J Z  Navy.,,29.95,NO,,,Straight Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-35-09-0181.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-35-53-0182.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-36-01-0183.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-36-11-0184.jpeg,,,,,,,Logo,,,,,Navy Blue,,,Cotton,Straight Jeans,Zip,Regular,,Denim,,,,,,,,,,,31,9,,,,30,,2024-04-03T09:37:17.1218549
BLJ030424023 ,DICKIES Mens Straight Chino Trousers W34 L32 Beige Polyester ,Dickies,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Trousers,57989,,,,,1,34,Size 34,W 34 L 32,T Z,,24.95,NO,,Straight,Chino Trousers,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-38-17-0186.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-38-35-0187.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-38-45-0188.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-38-55-0189.jpeg,,,,,,,Logo,,,,,Beige,,,Polyester,Straight Chino Trousers,Zip,Regular,Cotton,Microfibre,,,,,,,,,,,32,8,,,,34,,2024-04-03T09:41:28.9376913
BLJ030424024 ,"LEVI'S Mens 501 Straight Jeans W32 L34 Navy Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jeans,11483,,,,,1,32,Size 32,W 32 L  34, J B Navy.,Worn material on back hem legs.,29.95,NO,,,Straight Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-42-05-0191.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-42-17-0192.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-42-30-0193.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-42-41-0194.jpeg,,,,,,,Logo,,,,,Navy Blue,501,,Cotton,Straight Jeans,Button,Regular,,Denim,,,,,,,,,,,34,9,,,,32,,2024-04-03T09:44:13.5335263
BLJ030424025 ,"LEVI'S Mens 511 Denim Shorts W38 XL Black Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,38,Size 38,W 38,J Z  Black.,,24.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-45-52-0196.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-46-01-0197.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-46-09-0198.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-46-18-0199.jpeg,,,,,,,Logo,,,,,Black,511,,Cotton,Denim Shorts,Zip,Regular,Elastane,Denim,,,,,,,,,,,8,10,,,,38,,2024-04-03T09:47:12.6358449
BLJ030424026 ,"LEVI'S Mens 511 Denim Shorts W33 Medium Blue ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,33,Size 33,W 33,J Z,,24.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-48-17-0201.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-48-31-0202.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-48-38-0203.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-48-53-0204.jpeg,,,,,,,Logo,,,,,Blue,511,,,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,10,9,,,,33,,2024-04-03T09:49:52.6695298
BLJ030424027 ,"LEVI'S Mens 550 Denim Shorts W32 Medium Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Shorts,15689,,,,,1,32,Size 32,W 32,J Z,,24.95,NO,,,Denim Shorts,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-50-53-0206.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-51-01-0207.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-51-08-0208.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-51-18-0209.jpeg,,,,,,,Logo,,,,,Blue,550,,Cotton,Denim Shorts,Zip,Regular,,Denim,,,,,,,,,,,9,10,,,,32,,2024-04-03T09:52:12.7499325
BLJ030424028 ,"LEVI'S Mens Tapered Jeans W34 L26 Navy Blue Cotton ","Levi's",Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Jeans,11483,,,,,1,34,Size 34,W 34 L 34,J Z  Navy.,Reworked length.,29.95,YES,,,Tapered Jeans,,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-52-39-0211.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-52-54-0212.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-53-03-0213.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-53-11-0214.jpeg,,,,,,,Logo,,,,,Navy Blue,,,Cotton,Tapered Jeans,Zip,Regular,Elastane,Denim,,,,,,,,,,,26,8,,,,34,,2024-04-03T09:54:16.8412563
BLJ030424029 ,VINTAGE Mens Straight Cargo Trousers W36 L30 Khaki Camouflage Cotton Army ,Vintage,Good Used Condition:  the has been worn but is well maintained and may show minor signs of wear,Mens,Clothing,Trousers,57989,,,,,1,36,Size 36,NS,T Z,Loose seam on middle pocket right leg.,22.95,NO,,Straight,Cargo Trousers,Army,Pockets,,,,,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-58-44-0216.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-58-54-0217.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-59-07-0218.jpeg,https://d277j9zyfmlsgc.cloudfront.net/EditedFiles/Studio 24_03-04-2024/Studio 24 03-04-2024-10-59-16-0219.jpeg,,,,,,,Logo,,,,,Khaki,,Camouflage,Cotton,Straight Cargo Trousers,Zip,Regular,,Woven,,,,,,,,,,,30,11,,,,36,,2024-04-03T10:01:12.5774772
